title,author,rating,ratings,score,link,autors link
Удивительные приключения мальчика Юрчика и его деда,Забіла Наталя Львівна, 4.25 ,4,85,https://www.goodreads.com/book/show/15817421,https://www.goodreads.com/author/show/6466380._
Кассандра (Kassandra): Ukrainian edition,Lesia Ukrainka, 4.36 ,117,85,https://www.goodreads.com/book/show/24613296-kassandra,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
Доктор Серафікус. Без ґрунту,В. Домонтович, 4.56 ,16,85,https://www.goodreads.com/book/show/25459110,https://www.goodreads.com/author/show/6895169._
Engel Und Dämonen Der Peripherie,Yuri Andrukhovych, 4.00 ,3,84,https://www.goodreads.com/book/show/8754584-engel-und-d-monen-der-peripherie,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Rytuał,Marina Dyachenko, 4.15 ,935,84,https://www.goodreads.com/book/show/6365196-rytua,https://www.goodreads.com/author/show/7580817.Marina_Dyachenko
Шедеври,Юрко Позаяк, 4.33 ,42,84,https://www.goodreads.com/book/show/26207345,https://www.goodreads.com/author/show/8343102._
Біс плоті,Валерій Шевчук, 3.60 ,10,84,https://www.goodreads.com/book/show/22712681,https://www.goodreads.com/author/show/5820760._
Енеїда. Наталка-Полтавка,Ivan Kotliarevsky, 3.78 ,102,84,https://www.goodreads.com/book/show/16050172--,https://www.goodreads.com/author/show/7825736.Ivan_Kotliarevsky
Dagboek van een gek / De neus / De mantel,Nikolai Gogol, 4.11 ,594,84,https://www.goodreads.com/book/show/12801448-dagboek-van-een-gek-de-neus-de-mantel,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Feldstudien über ukrainischen Sex: Roman,Oksana Sabuschko, 4.00 ,3,84,https://www.goodreads.com/book/show/44553852-feldstudien-ber-ukrainischen-sex,https://www.goodreads.com/author/show/2875681.Oksana_Sabuschko
Das Letzte Territorium. Essays,Yuri Andrukhovych, 4.08 ,49,83,https://www.goodreads.com/book/show/6654554-das-letzte-territorium-essays,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych
Долина совести,Marina Dyachenko, 4.03 ,296,83,https://www.goodreads.com/book/show/10248952,https://www.goodreads.com/author/show/7580817.Marina_Dyachenko
Украдене щастя,Іван Франко, 4.05 ,309,83,https://www.goodreads.com/book/show/11878535,https://www.goodreads.com/author/show/11097570._
Stemmen in het duister,Julian Stryjkowski, 3.89 ,19,83,https://www.goodreads.com/book/show/11546837-stemmen-in-het-duister,https://www.goodreads.com/author/show/1277766.Julian_Stryjkowski
Planet Wermut: Essays,Oksana Zabuzhko, 3.67 ,3,83,https://www.goodreads.com/book/show/23946412-planet-wermut,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Пещера,Marina Dyachenko, 4.18 ,288,82,https://www.goodreads.com/book/show/5477198,https://www.goodreads.com/author/show/7580817.Marina_Dyachenko
Художник,Taras Shevchenko, 4.07 ,59,82,https://www.goodreads.com/book/show/16136956,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
Педагогическая Поэма,Anton Makarenko, 4.32 ,644,81,https://www.goodreads.com/book/show/2040088._,https://www.goodreads.com/author/show/4575916.Anton_Makarenko
Федько-Халамидник,Volodymyr Vynnychenko, 4.20 ,202,81,https://www.goodreads.com/book/show/17401052--,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Гайдамаки,Taras Shevchenko, 3.71 ,185,81,https://www.goodreads.com/book/show/16050180,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
3:1,Yuri Izdryk, 3.65 ,26,80,https://www.goodreads.com/book/show/22029644-3,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk
"Гамлєт, або Феномен датського кацапізма",Лесь Подерв'янський, 4.00 ,57,80,https://www.goodreads.com/book/show/17880525,https://www.goodreads.com/author/show/7075617._
Повiя,Panas Myrny, 4.20 ,334,80,https://www.goodreads.com/book/show/7779989-i,https://www.goodreads.com/author/show/3392161.Panas_Myrny
A New Orthography: Poems,Serhiy Zhadan, 4.50 ,14,80,https://www.goodreads.com/book/show/49070678-a-new-orthography,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Арсен,Irene Rozdobudko, 4.23 ,26,79,https://www.goodreads.com/book/show/17163124,https://www.goodreads.com/author/show/5622369.Irene_Rozdobudko
"Націоналізм, сексуальність, орієнталізм: складний світ Агатангела Кримського",Соломія Павличко, 4.66 ,47,79,https://www.goodreads.com/book/show/20317920,https://www.goodreads.com/author/show/6150335._
Warum ich nicht im Netz bin: Gedichte und Prosa aus dem Krieg,Serhiy Zhadan, 3.75 ,8,79,https://www.goodreads.com/book/show/60659501-warum-ich-nicht-im-netz-bin,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Біографія випадкового чуда,Таня Малярчук, 3.97 ,147,78,https://www.goodreads.com/book/show/15823678,https://www.goodreads.com/author/show/4145670._
Вирід,Осип Шпитко, 4.67 ,3,78,https://www.goodreads.com/book/show/30245753,https://www.goodreads.com/author/show/15271859._
"Колекція пристрастей, або Пригоди молодої українки",Natalka Sniadanko, 3.46 ,85,77,https://www.goodreads.com/book/show/13412768,https://www.goodreads.com/author/show/22362931.Natalka_Sniadanko
"What We Live For, What We Die For: Selected Poems",Serhiy Zhadan, 3.86 ,21,77,https://www.goodreads.com/book/show/41833051-what-we-live-for-what-we-die-for,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
A Kingdom Of Fallen Statues: Poems And Essays,Oksana Zabuzhko, 4.00 ,6,76,https://www.goodreads.com/book/show/2627368-a-kingdom-of-fallen-statues,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Кітч і література. Травестії,Тамара Гундорова, 4.17 ,18,76,https://www.goodreads.com/book/show/13132192,https://www.goodreads.com/author/show/5358851._
"Я, ""Побєда"" і Берлін",Kuzma Skryabin, 4.22 ,734,76,https://www.goodreads.com/book/show/16177891,https://www.goodreads.com/author/show/6590383.Kuzma_Skryabin
Daughter,Tamara Duda, 4.69 ,841,76,https://www.goodreads.com/book/show/60148187-daughter,https://www.goodreads.com/author/show/22449782.Tamara_Duda
Апологія модерну: обрис ХХ віку,Віра Агеєва, 4.00 ,5,75,https://www.goodreads.com/book/show/26518894,https://www.goodreads.com/author/show/6898574._
Енциклопедія нашого українознавства,Володимир Павлів, 4.00 ,2,75,https://www.goodreads.com/book/show/27135354,https://www.goodreads.com/author/show/14593750._
Маруся Чурай. Історичний роман у віршах,Lina Kostenko, 4.23 ,542,75,https://www.goodreads.com/book/show/751410._,https://www.goodreads.com/author/show/5025003.Lina_Kostenko
Vielleicht Esther,Katja Petrowskaja, 3.82 ,1.237,75,https://www.goodreads.com/book/show/29971081-vielleicht-esther,https://www.goodreads.com/author/show/6893299.Katja_Petrowskaja
Супермаркет Одиночества,Irena Karpa, 3.40 ,171,74,https://www.goodreads.com/book/show/9104978,https://www.goodreads.com/author/show/3003504.Irena_Karpa
Постколоніальний синдром. Спостереження,Mykola Riabchuk, 4.64 ,11,74,https://www.goodreads.com/book/show/25835990,https://www.goodreads.com/author/show/3306655.Mykola_Riabchuk
"Україна в огні: кіноповість, щоденник",Олександр Довженко, 4.00 ,385,73,https://www.goodreads.com/book/show/10264290,https://www.goodreads.com/author/show/7035681._
Казки Лірника Сашка,Сашко Лірник, 4.70 ,20,72,https://www.goodreads.com/book/show/23381760,https://www.goodreads.com/author/show/9653209._
"Рукопис, знайдений у Сараґосі",Jan Potocki, 4.10 ,3.257,72,https://www.goodreads.com/book/show/27155588,https://www.goodreads.com/author/show/53464.Jan_Potocki
Apricots of Donbass,Любов Якимчук, 4.16 ,44,72,https://www.goodreads.com/book/show/59582541-apricots-of-donbass,https://www.goodreads.com/author/show/14127135._
A Matter оf Death аnd Life,Andrey Kurkov, 3.71 ,1.197,71,https://www.goodreads.com/book/show/749470.A_Matter_f_Death_nd_Life,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Кармелюк,Marko Vovchok, 3.60 ,20,71,https://www.goodreads.com/book/show/18401629,https://www.goodreads.com/author/show/15602657.Marko_Vovchok
24. Februar... und der Himmel war nicht mehr blau: Things that just make sense in a bomb shelter,Valeria Shashenok, 4.15 ,27,71,https://www.goodreads.com/book/show/61094349-24-februar-und-der-himmel-war-nicht-mehr-blau,https://www.goodreads.com/author/show/22424470.Valeria_Shashenok
Дети подземелья,Vladimir Korolenko, 4.16 ,429,70,https://www.goodreads.com/book/show/7655421,https://www.goodreads.com/author/show/4919787.Vladimir_Korolenko
Дорогою ціною,Mykhailo Kotsiubynsky, 4.02 ,195,70,https://www.goodreads.com/book/show/7722714,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
The Voices of Babyn Yar,Marianna Kiyankovska, 0.00 ,0,70,https://www.goodreads.com/book/show/58885886-the-voices-of-babyn-yar,https://www.goodreads.com/author/show/21774746.Marianna_Kiyankovska
The President's Last Love,Andrey Kurkov, 3.74 ,469,69,https://www.goodreads.com/book/show/493171.The_President_s_Last_Love,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
"Життя, смерть та інші неприємності",Yaroslav Hrytsak, 4.53 ,87,69,https://www.goodreads.com/book/show/13603748,https://www.goodreads.com/author/show/20543955.Yaroslav_Hrytsak
В дурном обществе,Vladimir Korolenko, 4.27 ,88,69,https://www.goodreads.com/book/show/11465203,https://www.goodreads.com/author/show/4919787.Vladimir_Korolenko
Чесність з собою,Volodymyr Vynnychenko, 4.23 ,13,69,https://www.goodreads.com/book/show/29222819,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Reden gegen den Krieg,Volodymyr Zelenskyy, 0.00 ,0,69,https://www.goodreads.com/book/show/61219023-reden-gegen-den-krieg,https://www.goodreads.com/author/show/22431732.Volodymyr_Zelenskyy
The Good Angel of Death,Andrey Kurkov, 3.70 ,414,68,https://www.goodreads.com/book/show/3199234-the-good-angel-of-death,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Високий Замок,Stanisław Lem, 3.63 ,412,68,https://www.goodreads.com/book/show/17208730,https://www.goodreads.com/author/show/10991.Stanis_aw_Lem
Volodymyr Zelensky - Biografia,Sergii Rudenko, 3.68 ,19,68,https://www.goodreads.com/book/show/61067764-volodymyr-zelensky---biografia,https://www.goodreads.com/author/show/22416173.Sergii_Rudenko
Судьба попугая (География одиночного выстрела #2) [Sud'ba popugaya (Geografiya odinochnogo vystrela #2)],Andrey Kurkov, 3.62 ,21,67,https://www.goodreads.com/book/show/749472._2_Sud_ba_popugaya_Geografiya_odinochnogo_vystrela_2_,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Superagentas 000. Auksinės kengūros paslaptis,Леся Воронина, 3.55 ,11,67,https://www.goodreads.com/book/show/20343908-superagentas-000-auksin-s-keng-ros-paslaptis,https://www.goodreads.com/author/show/7340393._
Огні горять,Михайло Яцків, 4.50 ,2,67,https://www.goodreads.com/book/show/32198639,https://www.goodreads.com/author/show/15864947._
Depeche Mode,Serhiy Zhadan, 3.96 ,1.294,67,https://www.goodreads.com/book/show/22919196-depeche-mode,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Любимая песня космополита,Andrey Kurkov, 3.86 ,7,66,https://www.goodreads.com/book/show/186504._,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Сторожова застава,Володимир Рутківський, 4.30 ,89,66,https://www.goodreads.com/book/show/17911349,https://www.goodreads.com/author/show/5601862._
Українська богема,Петро Карманський, 3.67 ,3,66,https://www.goodreads.com/book/show/32331428,https://www.goodreads.com/author/show/15906015._
The Cathedral,Oles Honchar, 4.13 ,346,66,https://www.goodreads.com/book/show/3762416-the-cathedral,https://www.goodreads.com/author/show/5128599.Oles_Honchar
Pour l'Ukraine,Volodymyr Zelensky, 1.00 ,1,66,https://www.goodreads.com/book/show/60781348-pour-l-ukraine,https://www.goodreads.com/author/show/22347211.Volodymyr_Zelensky
Вежі та підземелля,Марина Соколян (Goodreads Author), 3.62 ,8,65,https://www.goodreads.com/book/show/22028192,https://www.goodreads.com/author/show/5186459._
Третя Революція,Valerian Pidmohylny, 4.18 ,17,65,https://www.goodreads.com/book/show/21949421,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Metropolen des Ostens,Angela Huber (Editor), 5.00 ,1,65,https://www.goodreads.com/book/show/60865489-metropolen-des-ostens,https://www.goodreads.com/author/show/6218309.Angela_Huber
Сказание об истинно народном контролере (География одиночного выстрела #1),Андрей Курков, 3.32 ,38,64,https://www.goodreads.com/book/show/749471._,https://www.goodreads.com/author/show/15552998._
Коні не винні,Mykhailo Kotsiubynsky, 3.79 ,52,64,https://www.goodreads.com/book/show/7722723,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
Чорна Пантера і Білий Ведмідь,Volodymyr Vynnychenko, 3.92 ,77,64,https://www.goodreads.com/book/show/29440267,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Jimi Hendrix live in Lemberg,Andrey Kurkov, 3.58 ,142,64,https://www.goodreads.com/book/show/28811504-jimi-hendrix-live-in-lemberg,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Сады господина Мичурина,Andrey Kurkov, 5.00 ,1,63,https://www.goodreads.com/book/show/1345575._,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Собор у риштованні,Yevhen Sverstiuk, 3.50 ,4,63,https://www.goodreads.com/book/show/22864387,https://www.goodreads.com/author/show/135422.Yevhen_Sverstiuk
Шпага Славка Беркути,Ніна Бічуя, 3.61 ,28,63,https://www.goodreads.com/book/show/28822889,https://www.goodreads.com/author/show/5315596._
Ukraine vs. Darkness: (Undiplomatic Thoughts),Olexander Scherba, 4.83 ,18,63,https://www.goodreads.com/book/show/57332793-ukraine-vs-darkness,https://www.goodreads.com/author/show/21254498.Olexander_Scherba
Пуля нашла героя (География одиночного выстрела #3),Andrey Kurkov, 3.75 ,20,62,https://www.goodreads.com/book/show/6284151,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Адвокат із Личаківської,Andriy Kokotukha, 3.91 ,134,62,https://www.goodreads.com/book/show/25016204,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Метелики на шпильках. Б’є восьма. Повнолітні діти,Ірина Вільде, 4.49 ,65,62,https://www.goodreads.com/book/show/30314852,https://www.goodreads.com/author/show/4800544._
Kassandra,Lesia Ukrainka, 4.36 ,117,62,https://www.goodreads.com/book/show/17319313-kassandra,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
The Milkman in the Night,Andrey Kurkov, 3.74 ,485,61,https://www.goodreads.com/book/show/10363382-the-milkman-in-the-night,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Таємниця зміїної голови,Andriy Kokotukha, 4.29 ,21,61,https://www.goodreads.com/book/show/24892186,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Гідність Адама,Любомир Гузар, 4.00 ,1,61,https://www.goodreads.com/book/show/29935289,https://www.goodreads.com/author/show/7202586._
Сентиментальна історія,Mykola Khvylovy, 4.06 ,48,61,https://www.goodreads.com/book/show/21949426,https://www.goodreads.com/author/show/16706199.Mykola_Khvylovy
Ексгумація міста,Світлана Поваляєва, 3.25 ,12,60,https://www.goodreads.com/book/show/23225800,https://www.goodreads.com/author/show/5445948._
Тіні зникомі,Валерій Шевчук, 4.40 ,5,60,https://www.goodreads.com/book/show/29607068,https://www.goodreads.com/author/show/5820760._
Вальдшнепи,Микола Хвильовий, 3.91 ,101,60,https://www.goodreads.com/book/show/17256028,https://www.goodreads.com/author/show/18759316._
У череві апокаліптичного звіра,Валерій Шевчук, 4.43 ,7,59,https://www.goodreads.com/book/show/22712577,https://www.goodreads.com/author/show/5820760._
Призначення України,Юрій Липа, 4.80 ,5,59,https://www.goodreads.com/book/show/31564694,https://www.goodreads.com/author/show/14877017._
Yellow Boots,Vera Lysenko, 3.86 ,7,58,https://www.goodreads.com/book/show/8121080-yellow-boots,https://www.goodreads.com/author/show/3505115.Vera_Lysenko
В неділю рано зілля копала,Olha Kobylianska, 4.12 ,172,58,https://www.goodreads.com/book/show/16053376,https://www.goodreads.com/author/show/4854979.Olha_Kobylianska
Повість про санаторійну зону,Микола Хвильовий, 3.99 ,115,58,https://www.goodreads.com/book/show/28510277,https://www.goodreads.com/author/show/18759316._
Походження українського народу,Віктор Петров, 3.71 ,7,58,https://www.goodreads.com/book/show/22601406,https://www.goodreads.com/author/show/7122340._
Повість без назви,Valerian Pidmohylny, 4.31 ,93,58,https://www.goodreads.com/book/show/30155476,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Poza tradytsiï: antolohii︠a︡ ukraïnsʹkoï modernoï poeziï v dii︠a︡spori,John Fizer, 3.00 ,1,57,https://www.goodreads.com/book/show/2202518.Poza_tradytsi_,https://www.goodreads.com/author/show/997485.John_Fizer
Старі люди,Sofia Andrukhovych, 3.38 ,71,57,https://www.goodreads.com/book/show/9577769,https://www.goodreads.com/author/show/4425923.Sofia_Andrukhovych
Мовчання адресоване мені,Vasyl Slapchuk, 3.50 ,2,57,https://www.goodreads.com/book/show/28338655,https://www.goodreads.com/author/show/22362796.Vasyl_Slapchuk
Щоденник національного героя Селепка Лавочки,Юрій Тис-Крохмалюк, 4.17 ,6,57,https://www.goodreads.com/book/show/29476947,https://www.goodreads.com/author/show/8061086._
Night And Day,Volodymyr Zenonovych Gzhytsky, 0.00 ,0,56,https://www.goodreads.com/book/show/10469981-night-and-day,https://www.goodreads.com/author/show/4648583.Volodymyr_Zenonovych_Gzhytsky
Мій тато став зіркою,Галина Кирпа, 4.25 ,20,56,https://www.goodreads.com/book/show/27209921,https://www.goodreads.com/author/show/7142925._
"На шляхах і роздоріжжях: спогади, невідомі твори",Борис Антоненко-Давидович, 4.33 ,3,56,https://www.goodreads.com/book/show/22675033,https://www.goodreads.com/author/show/7279425._
Де тополя росте / Where the poplar grows,Pavlo Tychyna, 3.00 ,2,55,https://www.goodreads.com/book/show/25769270-where-the-poplar-grows,https://www.goodreads.com/author/show/6407573.Pavlo_Tychyna
Аліна й Костомаров,В. Домонтович, 4.29 ,7,55,https://www.goodreads.com/book/show/33138886,https://www.goodreads.com/author/show/6895169._
Тато в декреті,Артем Чапай, 4.36 ,182,55,https://www.goodreads.com/book/show/31839184,https://www.goodreads.com/author/show/8703869._
Хуха-Моховинка,Василь Королів-Старий, 3.95 ,19,54,https://www.goodreads.com/book/show/28536765--,https://www.goodreads.com/author/show/13928356._
Не минаючи ані титли... Лінгвобіографія старослов'янської мови,Любомир Белей, 4.86 ,7,54,https://www.goodreads.com/book/show/25736198,https://www.goodreads.com/author/show/14106257._
Камінний господар,Lesia Ukrainka, 4.01 ,97,54,https://www.goodreads.com/book/show/21841384,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
Авантюра. Практичні реаліі мандрів по-бідняцьки,Артем Чапай, 3.71 ,52,54,https://www.goodreads.com/book/show/30648268--,https://www.goodreads.com/author/show/8703869._
Шоколадні вірші про кохання,Надія Каламєєць (Illustrator), 3.46 ,13,53,https://www.goodreads.com/book/show/23655094,https://www.goodreads.com/author/show/10158802._
"Пропащий час. Література українська, проскрибована урядом російським",Михайло Драгоманов, 4.44 ,9,53,https://www.goodreads.com/book/show/17879481,https://www.goodreads.com/author/show/6589028._
Понаїхали,Артем Чапай, 4.06 ,35,53,https://www.goodreads.com/book/show/26825507,https://www.goodreads.com/author/show/8703869._
Дві сили: нариси,Михайло Козоріс, 4.00 ,1,53,https://www.goodreads.com/book/show/33846009,https://www.goodreads.com/author/show/16305359._
Слон Ґудзик та Вогняна Квітка,Леся Воронина, 3.50 ,4,52,https://www.goodreads.com/book/show/29623490,https://www.goodreads.com/author/show/7340393._
Безталанна,Іван Карпенко-Карий, 4.00 ,47,52,https://www.goodreads.com/book/show/23282914,https://www.goodreads.com/author/show/6549443._
Червона зона,Артем Чапай, 4.26 ,23,52,https://www.goodreads.com/book/show/23303192,https://www.goodreads.com/author/show/8703869._
Балади про війну і відбудову,Serhiy Zhadan, 3.25 ,8,51,https://www.goodreads.com/book/show/28690929,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Nature,Olha Kobylianska, 3.71 ,17,51,https://www.goodreads.com/book/show/25861022-nature,https://www.goodreads.com/author/show/4854979.Olha_Kobylianska
Оповідання. Повість. Романи,Valerian Pidmohylny, 4.89 ,9,51,https://www.goodreads.com/book/show/32813981,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Марадона,Serhiy Zhadan, 4.11 ,44,50,https://www.goodreads.com/book/show/24972364,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Синя книжечка,Василь Стефаник, 4.21 ,29,50,https://www.goodreads.com/book/show/22591587,https://www.goodreads.com/author/show/2868377._
Неболови. Навчи мене мріяти,Юлія Ілюха (Goodreads Author), 4.35 ,57,50,https://www.goodreads.com/book/show/32198974,https://www.goodreads.com/author/show/15798976._
Адам,Остап Сливинський, 4.44 ,16,49,https://www.goodreads.com/book/show/18720132,https://www.goodreads.com/author/show/7363488._
Маклена Граса,Микола Куліш, 4.20 ,25,49,https://www.goodreads.com/book/show/30367497,https://www.goodreads.com/author/show/6549419._
Предок,Natalena Koroleva, 3.75 ,4,48,https://www.goodreads.com/book/show/25597888,https://www.goodreads.com/author/show/8412406.Natalena_Koroleva
Полуднева лінія,Остап Сливинський, 5.00 ,2,48,https://www.goodreads.com/book/show/18720126,https://www.goodreads.com/author/show/7363488._
Sonata Pathetique,Mykola Kulish, 3.79 ,63,48,https://www.goodreads.com/book/show/5655220-sonata-pathetique,https://www.goodreads.com/author/show/2526235.Mykola_Kulish
Привид з Валової,Andriy Kokotukha, 3.87 ,77,47,https://www.goodreads.com/book/show/25286644,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Честь. Вбивство: вибране,Михайло Могилянський, 3.89 ,9,47,https://www.goodreads.com/book/show/34338266,https://www.goodreads.com/author/show/16358073._
Таємне джерело,Andriy Kokotukha, 3.82 ,44,46,https://www.goodreads.com/book/show/18658033,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Шпигачки,Микола Лукаш, 4.00 ,3,46,https://www.goodreads.com/book/show/25417548,https://www.goodreads.com/author/show/7726715._
Синя Волошка: збірка оповідань,Борис Антоненко-Давидович, 5.00 ,1,46,https://www.goodreads.com/book/show/34367044,https://www.goodreads.com/author/show/7279425._
У пошуках Оґопоґо,Леся Воронина, 3.14 ,7,45,https://www.goodreads.com/book/show/20438290,https://www.goodreads.com/author/show/7340393._
Український декамерон,R.V. Pikhmanets (Compilator), 4.60 ,5,45,https://www.goodreads.com/book/show/15686851,https://www.goodreads.com/author/show/6412873.R_V_Pikhmanets
Казка про Майдан,Христина Лукащук, 3.75 ,8,44,https://www.goodreads.com/book/show/23208284,https://www.goodreads.com/author/show/4693203._
Непропаща сила,Іван Пулюй, 5.00 ,3,44,https://www.goodreads.com/book/show/25360894,https://www.goodreads.com/author/show/13543833._
Cкіфський степ,Борис Мозолевський, 5.00 ,1,44,https://www.goodreads.com/book/show/34338169-c,https://www.goodreads.com/author/show/16469899._
Таке цікаве життя,Ірина Цілик (Goodreads Author), 4.17 ,12,43,https://www.goodreads.com/book/show/27268280,https://www.goodreads.com/author/show/14002629._
Місто уповільненої дії,Анатолій Дністровий, 3.80 ,35,43,https://www.goodreads.com/book/show/17340894,https://www.goodreads.com/author/show/4665365._
Нова стара баба,Лариса Денисенко, 3.87 ,15,42,https://www.goodreads.com/book/show/24966390,https://www.goodreads.com/author/show/4414450._
"Повесть о том, как поссорился Иван Иванович с Иваном Никофоровичем",Nikolai Gogol, 3.90 ,1.546,42,https://www.goodreads.com/book/show/13557345,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Місто з химерами,Олесь Ільченко, 3.88 ,73,41,https://www.goodreads.com/book/show/18660929,https://www.goodreads.com/author/show/7338200._
Мария,Taras Shevchenko, 4.78 ,9,41,https://www.goodreads.com/book/show/25107517,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
Сватання на Гончарівці,Григорій Квітка-Основ'яненко, 3.87 ,67,40,https://www.goodreads.com/book/show/16053423,https://www.goodreads.com/author/show/6541752._
Небратні,Max Kidruk (Goodreads Author), 4.24 ,191,39,https://www.goodreads.com/book/show/25261505,https://www.goodreads.com/author/show/5048862.Max_Kidruk
Що таке українська література,Леонід Ушкалов, 3.92 ,99,38,https://www.goodreads.com/book/show/28453744,https://www.goodreads.com/author/show/8330747._
Під тягарем хреста,Vasyl Stus, 4.71 ,7,38,https://www.goodreads.com/book/show/24944641,https://www.goodreads.com/author/show/7075202.Vasyl_Stus
Цепелін до Києва,Ігор Сілівра, 3.73 ,44,37,https://www.goodreads.com/book/show/19335704,https://www.goodreads.com/author/show/7525581._
Сонце серед ночі. Пригоди в Павутинії,Vsevolod Nestayko, 4.72 ,82,37,https://www.goodreads.com/book/show/24687904,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Між двох сил,Volodymyr Vynnychenko, 4.67 ,6,37,https://www.goodreads.com/book/show/35067135,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Киевские ведьмы. Принцесса Греза,Lada Luzina, 3.82 ,28,36,https://www.goodreads.com/book/show/25113457,https://www.goodreads.com/author/show/5553701.Lada_Luzina
Старосветские помещики,Nikolai Gogol, 3.84 ,419,36,https://www.goodreads.com/book/show/16052651,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Чотири шаблі,Юрій Яновський, 3.11 ,18,36,https://www.goodreads.com/book/show/23527390,https://www.goodreads.com/author/show/6449197._
Гарбузовий рік,Kateryna Babkina, 4.23 ,30,35,https://www.goodreads.com/book/show/24046334,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
Ніч на полонині,Oleksandr Oles, 5.00 ,1,35,https://www.goodreads.com/book/show/24808564,https://www.goodreads.com/author/show/13445048.Oleksandr_Oles
Розстріляне відродження: Антологія 1917—1933: Поезія—проза—драма—есей,Юрій Лавріненко, 4.69 ,16,35,https://www.goodreads.com/book/show/19545486,https://www.goodreads.com/author/show/7578024._
Гірчиця: наївні поезії,Kateryna Babkina, 3.43 ,14,34,https://www.goodreads.com/book/show/15834853,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
I'm One of the Heavenly Hundred,Marko Rudnevych, 3.93 ,28,34,https://www.goodreads.com/book/show/24750899-i-m-one-of-the-heavenly-hundred,https://www.goodreads.com/author/show/13403176.Marko_Rudnevych
Смерть,Борис Антоненко-Давидович, 4.53 ,17,34,https://www.goodreads.com/book/show/19501615,https://www.goodreads.com/author/show/7279425._
Лілу після тебе,Kateryna Babkina, 3.28 ,32,33,https://www.goodreads.com/book/show/18751616,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
Котилася торба,Vasyl Makhno, 4.25 ,4,33,https://www.goodreads.com/book/show/33615095,https://www.goodreads.com/author/show/13783736.Vasyl_Makhno
Свято неділі,Валерій Шевчук, 4.25 ,4,32,https://www.goodreads.com/book/show/23733718,https://www.goodreads.com/author/show/5820760._
Заквітчаний сон,Hryhoriy Kosynka, 4.33 ,3,32,https://www.goodreads.com/book/show/26117318,https://www.goodreads.com/author/show/13460665.Hryhoriy_Kosynka
Коза-дереза,Олег Петренко-Заневський (Illustrator), 4.00 ,12,31,https://www.goodreads.com/book/show/25019813--,https://www.goodreads.com/author/show/4635075._
Супер ''Б'' з ''фрикадельками'',Vsevolod Nestayko, 4.00 ,23,31,https://www.goodreads.com/book/show/17453265,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Люборацькі,Анатоль Свидницький, 3.78 ,32,31,https://www.goodreads.com/book/show/29536592,https://www.goodreads.com/author/show/8335429._
Післявчора,Іра Цілик, 4.32 ,22,30,https://www.goodreads.com/book/show/17227112,https://www.goodreads.com/author/show/6884252._
